"x","y","z","nObs"
-953552.199870186,2019446.42893017,59655,4
-768352.199870186,2019446.42893017,59659,1
-722052.199870186,2019446.42893017,59660,7
-583152.199870186,2019446.42893017,59663,544
-490552.199870186,2019446.42893017,59665,1
-444252.199870186,2019446.42893017,59666,2
-397952.199870186,2019446.42893017,59667,41
-351652.199870186,2019446.42893017,59668,22
-305352.199870186,2019446.42893017,59669,476
-259052.199870186,2019446.42893017,59670,367
-212752.199870186,2019446.42893017,59671,1601
-166452.199870186,2019446.42893017,59672,1556
-120152.199870186,2019446.42893017,59673,392
-73852.1998701859,2019446.42893017,59674,43
1407747.80012981,2019446.42893017,59706,38
1454047.80012981,2019446.42893017,59707,280
1500347.80012981,2019446.42893017,59708,318
1546647.80012981,2019446.42893017,59709,136
1592947.80012981,2019446.42893017,59710,310
1639247.80012981,2019446.42893017,59711,925
-5953952.19987019,1916446.42893017,60097,6
-5907652.19987019,1916446.42893017,60098,8
-1555452.19987019,1916446.42893017,60192,9
-1509152.19987019,1916446.42893017,60193,35
-1277652.19987019,1916446.42893017,60198,5
-1231352.19987019,1916446.42893017,60199,8
-1185052.19987019,1916446.42893017,60200,3
-1138752.19987019,1916446.42893017,60201,5
-953552.199870186,1916446.42893017,60205,1
-907252.199870186,1916446.42893017,60206,1
-860952.199870186,1916446.42893017,60207,4
-722052.199870186,1916446.42893017,60210,18
-675752.199870186,1916446.42893017,60211,8
-583152.199870186,1916446.42893017,60213,8
-536852.199870186,1916446.42893017,60214,3
-490552.199870186,1916446.42893017,60215,9
-444252.199870186,1916446.42893017,60216,18
-397952.199870186,1916446.42893017,60217,356
-351652.199870186,1916446.42893017,60218,29
-305352.199870186,1916446.42893017,60219,7
-212752.199870186,1916446.42893017,60221,32
-166452.199870186,1916446.42893017,60222,1024
-120152.199870186,1916446.42893017,60223,882
-73852.1998701859,1916446.42893017,60224,26
1546647.80012981,1916446.42893017,60259,84
1592947.80012981,1916446.42893017,60260,465
1639247.80012981,1916446.42893017,60261,39
1824447.80012981,1916446.42893017,60265,1
1870747.80012981,1916446.42893017,60266,6
1917047.80012981,1916446.42893017,60267,4
-5953952.19987019,1813446.42893017,60647,1
-5907652.19987019,1813446.42893017,60648,1
-1509152.19987019,1813446.42893017,60743,13
-1416552.19987019,1813446.42893017,60745,1
-1138752.19987019,1813446.42893017,60751,3
-999852.199870186,1813446.42893017,60754,1
-860952.199870186,1813446.42893017,60757,6
-814652.199870186,1813446.42893017,60758,1
-768352.199870186,1813446.42893017,60759,7
-351652.199870186,1813446.42893017,60768,21
-259052.199870186,1813446.42893017,60770,4
-212752.199870186,1813446.42893017,60771,15
1361447.80012981,1813446.42893017,60805,48
1500347.80012981,1813446.42893017,60808,117
1546647.80012981,1813446.42893017,60809,48
1639247.80012981,1813446.42893017,60811,1
1917047.80012981,1813446.42893017,60817,2
2055947.80012981,1813446.42893017,60820,1
2102247.80012981,1813446.42893017,60821,1
2241147.80012981,1813446.42893017,60824,1
-1416552.19987019,1710446.42893017,61295,26
-1370252.19987019,1710446.42893017,61296,56
-1046152.19987019,1710446.42893017,61303,10
-999852.199870186,1710446.42893017,61304,50
-953552.199870186,1710446.42893017,61305,30
-907252.199870186,1710446.42893017,61306,6
-860952.199870186,1710446.42893017,61307,41
-814652.199870186,1710446.42893017,61308,47
-722052.199870186,1710446.42893017,61310,2
-675752.199870186,1710446.42893017,61311,3
-629452.199870186,1710446.42893017,61312,1
-351652.199870186,1710446.42893017,61318,21
-305352.199870186,1710446.42893017,61319,45
-259052.199870186,1710446.42893017,61320,74
-166452.199870186,1710446.42893017,61322,5
1454047.80012981,1710446.42893017,61357,5
1546647.80012981,1710446.42893017,61359,1
3120847.80012981,1710446.42893017,61393,2
9880647.80012981,1710446.42893017,61539,1
-1416552.19987019,1607446.42893017,61845,10
-953552.199870186,1607446.42893017,61855,60
-907252.199870186,1607446.42893017,61856,15
-860952.199870186,1607446.42893017,61857,10
-675752.199870186,1607446.42893017,61861,1
-629452.199870186,1607446.42893017,61862,1
-583152.199870186,1607446.42893017,61863,1
-536852.199870186,1607446.42893017,61864,5
-490552.199870186,1607446.42893017,61865,6
-444252.199870186,1607446.42893017,61866,6
-397952.199870186,1607446.42893017,61867,13
-351652.199870186,1607446.42893017,61868,16
-305352.199870186,1607446.42893017,61869,295
-259052.199870186,1607446.42893017,61870,4
-166452.199870186,1607446.42893017,61872,4
1268847.80012981,1607446.42893017,61903,2
1315147.80012981,1607446.42893017,61904,1
1361447.80012981,1607446.42893017,61905,1
1407747.80012981,1607446.42893017,61906,6
1500347.80012981,1607446.42893017,61908,2
1592947.80012981,1607446.42893017,61910,3
1639247.80012981,1607446.42893017,61911,40
1685547.80012981,1607446.42893017,61912,9
1870747.80012981,1607446.42893017,61916,1
-1046152.19987019,1504446.42893017,62403,4
-953552.199870186,1504446.42893017,62405,65
-907252.199870186,1504446.42893017,62406,1072
-860952.199870186,1504446.42893017,62407,146
-722052.199870186,1504446.42893017,62410,4
-675752.199870186,1504446.42893017,62411,14
-629452.199870186,1504446.42893017,62412,16
-583152.199870186,1504446.42893017,62413,11
-490552.199870186,1504446.42893017,62415,41
-444252.199870186,1504446.42893017,62416,8
-397952.199870186,1504446.42893017,62417,8
-351652.199870186,1504446.42893017,62418,26
-305352.199870186,1504446.42893017,62419,385
-259052.199870186,1504446.42893017,62420,453
-212752.199870186,1504446.42893017,62421,33
-166452.199870186,1504446.42893017,62422,5
759547.800129814,1504446.42893017,62442,2
991047.800129814,1504446.42893017,62447,1
1222547.80012981,1504446.42893017,62452,1
1268847.80012981,1504446.42893017,62453,3
1685547.80012981,1504446.42893017,62462,2
2009647.80012981,1504446.42893017,62469,1
2102247.80012981,1504446.42893017,62471,4
3167147.80012981,1504446.42893017,62494,1
-953552.199870186,1401446.42893017,62955,180
-907252.199870186,1401446.42893017,62956,164
-860952.199870186,1401446.42893017,62957,58
-814652.199870186,1401446.42893017,62958,5
-768352.199870186,1401446.42893017,62959,20
-722052.199870186,1401446.42893017,62960,50
-675752.199870186,1401446.42893017,62961,6
-629452.199870186,1401446.42893017,62962,16
-536852.199870186,1401446.42893017,62964,3
-490552.199870186,1401446.42893017,62965,4
-444252.199870186,1401446.42893017,62966,1
-397952.199870186,1401446.42893017,62967,8
-351652.199870186,1401446.42893017,62968,468
-305352.199870186,1401446.42893017,62969,187
-259052.199870186,1401446.42893017,62970,795
-212752.199870186,1401446.42893017,62971,58
-166452.199870186,1401446.42893017,62972,133
-120152.199870186,1401446.42893017,62973,16
620647.800129814,1401446.42893017,62989,1
713247.800129814,1401446.42893017,62991,12
759547.800129814,1401446.42893017,62992,2
805847.800129814,1401446.42893017,62993,5
852147.800129814,1401446.42893017,62994,2
898447.800129814,1401446.42893017,62995,30
944747.800129814,1401446.42893017,62996,7
991047.800129814,1401446.42893017,62997,15
2102247.80012981,1401446.42893017,63021,1
2148547.80012981,1401446.42893017,63022,7
2194847.80012981,1401446.42893017,63023,18
2287447.80012981,1401446.42893017,63025,2
2333747.80012981,1401446.42893017,63026,1
2472647.80012981,1401446.42893017,63029,2
2657847.80012981,1401446.42893017,63033,1
2750447.80012981,1401446.42893017,63035,2
3167147.80012981,1401446.42893017,63044,1
-953552.199870186,1298446.42893017,63505,9
-907252.199870186,1298446.42893017,63506,14
-860952.199870186,1298446.42893017,63507,17
-814652.199870186,1298446.42893017,63508,13
-768352.199870186,1298446.42893017,63509,22
-722052.199870186,1298446.42893017,63510,35
-675752.199870186,1298446.42893017,63511,14
-629452.199870186,1298446.42893017,63512,19
-583152.199870186,1298446.42893017,63513,7
-536852.199870186,1298446.42893017,63514,19
-490552.199870186,1298446.42893017,63515,55
-444252.199870186,1298446.42893017,63516,13
-397952.199870186,1298446.42893017,63517,83
-351652.199870186,1298446.42893017,63518,20
-305352.199870186,1298446.42893017,63519,122
-259052.199870186,1298446.42893017,63520,65
-212752.199870186,1298446.42893017,63521,7
-166452.199870186,1298446.42893017,63522,292
-120152.199870186,1298446.42893017,63523,39
-73852.1998701859,1298446.42893017,63524,72
-27552.1998701859,1298446.42893017,63525,54
620647.800129814,1298446.42893017,63539,1
666947.800129814,1298446.42893017,63540,4
852147.800129814,1298446.42893017,63544,11
898447.800129814,1298446.42893017,63545,2
944747.800129814,1298446.42893017,63546,9
1592947.80012981,1298446.42893017,63560,8
1731847.80012981,1298446.42893017,63563,4
2565247.80012981,1298446.42893017,63581,1
2657847.80012981,1298446.42893017,63583,2
2704147.80012981,1298446.42893017,63584,11
2750447.80012981,1298446.42893017,63585,2
2796747.80012981,1298446.42893017,63586,8
2843047.80012981,1298446.42893017,63587,2
2889347.80012981,1298446.42893017,63588,1
2935647.80012981,1298446.42893017,63589,20
3028247.80012981,1298446.42893017,63591,8
3074547.80012981,1298446.42893017,63592,179
3120847.80012981,1298446.42893017,63593,215
3167147.80012981,1298446.42893017,63594,305
3213447.80012981,1298446.42893017,63595,98
3259747.80012981,1298446.42893017,63596,10
3306047.80012981,1298446.42893017,63597,168
3352347.80012981,1298446.42893017,63598,53
3444947.80012981,1298446.42893017,63600,4
3491247.80012981,1298446.42893017,63601,1
-1555452.19987019,1195446.42893017,64042,2
-907252.199870186,1195446.42893017,64056,10
-860952.199870186,1195446.42893017,64057,6
-814652.199870186,1195446.42893017,64058,28
-768352.199870186,1195446.42893017,64059,225
-722052.199870186,1195446.42893017,64060,289
-675752.199870186,1195446.42893017,64061,84
-629452.199870186,1195446.42893017,64062,106
-583152.199870186,1195446.42893017,64063,78
-444252.199870186,1195446.42893017,64066,204
-397952.199870186,1195446.42893017,64067,212
-351652.199870186,1195446.42893017,64068,68
-305352.199870186,1195446.42893017,64069,863
-259052.199870186,1195446.42893017,64070,282
-212752.199870186,1195446.42893017,64071,7
-166452.199870186,1195446.42893017,64072,10
-120152.199870186,1195446.42893017,64073,43
-73852.1998701859,1195446.42893017,64074,972
-27552.1998701859,1195446.42893017,64075,602
18747.8001298141,1195446.42893017,64076,144
65047.8001298141,1195446.42893017,64077,19
111347.800129814,1195446.42893017,64078,75
481747.800129814,1195446.42893017,64086,1
574347.800129814,1195446.42893017,64088,2
713247.800129814,1195446.42893017,64091,60
759547.800129814,1195446.42893017,64092,71
805847.800129814,1195446.42893017,64093,3
852147.800129814,1195446.42893017,64094,2
1917047.80012981,1195446.42893017,64117,1
2380047.80012981,1195446.42893017,64127,2
2518947.80012981,1195446.42893017,64130,1
2565247.80012981,1195446.42893017,64131,1
2611547.80012981,1195446.42893017,64132,1
2657847.80012981,1195446.42893017,64133,1
2750447.80012981,1195446.42893017,64135,1
2889347.80012981,1195446.42893017,64138,3
2981947.80012981,1195446.42893017,64140,7
3074547.80012981,1195446.42893017,64142,189
3120847.80012981,1195446.42893017,64143,256
3167147.80012981,1195446.42893017,64144,35
3213447.80012981,1195446.42893017,64145,53
3306047.80012981,1195446.42893017,64147,1
3537547.80012981,1195446.42893017,64152,13
3583847.80012981,1195446.42893017,64153,14
3630147.80012981,1195446.42893017,64154,2
-722052.199870186,1092446.42893017,64610,68
-675752.199870186,1092446.42893017,64611,1
-629452.199870186,1092446.42893017,64612,1
-536852.199870186,1092446.42893017,64614,2
-397952.199870186,1092446.42893017,64617,49
-351652.199870186,1092446.42893017,64618,18
-305352.199870186,1092446.42893017,64619,247
-259052.199870186,1092446.42893017,64620,62
-212752.199870186,1092446.42893017,64621,3
-166452.199870186,1092446.42893017,64622,3
-120152.199870186,1092446.42893017,64623,2
-73852.1998701859,1092446.42893017,64624,2
-27552.1998701859,1092446.42893017,64625,70
18747.8001298141,1092446.42893017,64626,20
65047.8001298141,1092446.42893017,64627,8
111347.800129814,1092446.42893017,64628,1590
157647.800129814,1092446.42893017,64629,354
203947.800129814,1092446.42893017,64630,120
250247.800129814,1092446.42893017,64631,17
296547.800129814,1092446.42893017,64632,1
389147.800129814,1092446.42893017,64634,8
481747.800129814,1092446.42893017,64636,4
528047.800129814,1092446.42893017,64637,1
574347.800129814,1092446.42893017,64638,1
666947.800129814,1092446.42893017,64640,33
713247.800129814,1092446.42893017,64641,196
759547.800129814,1092446.42893017,64642,68
805847.800129814,1092446.42893017,64643,9
852147.800129814,1092446.42893017,64644,7
898447.800129814,1092446.42893017,64645,1
1963347.80012981,1092446.42893017,64668,1
2055947.80012981,1092446.42893017,64670,1
2102247.80012981,1092446.42893017,64671,2
3491247.80012981,1092446.42893017,64701,4
3583847.80012981,1092446.42893017,64703,11
3630147.80012981,1092446.42893017,64704,62
3676447.80012981,1092446.42893017,64705,53
3722747.80012981,1092446.42893017,64706,1
-536852.199870186,989446.428930169,65164,7
-397952.199870186,989446.428930169,65167,10
-351652.199870186,989446.428930169,65168,22
-305352.199870186,989446.428930169,65169,7
-259052.199870186,989446.428930169,65170,9
-120152.199870186,989446.428930169,65173,4
-73852.1998701859,989446.428930169,65174,98
-27552.1998701859,989446.428930169,65175,44
18747.8001298141,989446.428930169,65176,2
65047.8001298141,989446.428930169,65177,2
111347.800129814,989446.428930169,65178,1
157647.800129814,989446.428930169,65179,3
203947.800129814,989446.428930169,65180,10
250247.800129814,989446.428930169,65181,13
296547.800129814,989446.428930169,65182,21
342847.800129814,989446.428930169,65183,43
389147.800129814,989446.428930169,65184,30
435447.800129814,989446.428930169,65185,17
481747.800129814,989446.428930169,65186,8
528047.800129814,989446.428930169,65187,66
574347.800129814,989446.428930169,65188,7
620647.800129814,989446.428930169,65189,7
666947.800129814,989446.428930169,65190,15
713247.800129814,989446.428930169,65191,19
759547.800129814,989446.428930169,65192,33
805847.800129814,989446.428930169,65193,79
852147.800129814,989446.428930169,65194,8
898447.800129814,989446.428930169,65195,2
3583847.80012981,989446.428930169,65253,4
3676447.80012981,989446.428930169,65255,37
3722747.80012981,989446.428930169,65256,6
-27552.1998701859,886446.428930169,65725,16
18747.8001298141,886446.428930169,65726,10
65047.8001298141,886446.428930169,65727,24
111347.800129814,886446.428930169,65728,6
203947.800129814,886446.428930169,65730,10
250247.800129814,886446.428930169,65731,16
296547.800129814,886446.428930169,65732,16
342847.800129814,886446.428930169,65733,15
389147.800129814,886446.428930169,65734,7
435447.800129814,886446.428930169,65735,2
481747.800129814,886446.428930169,65736,4
528047.800129814,886446.428930169,65737,28
574347.800129814,886446.428930169,65738,1
666947.800129814,886446.428930169,65740,11
759547.800129814,886446.428930169,65742,14
805847.800129814,886446.428930169,65743,32
898447.800129814,886446.428930169,65745,3
944747.800129814,886446.428930169,65746,10
991047.800129814,886446.428930169,65747,14
1037347.80012981,886446.428930169,65748,1
1129947.80012981,886446.428930169,65750,2
3722747.80012981,886446.428930169,65806,12
3769047.80012981,886446.428930169,65807,30
-27552.1998701859,783446.428930169,66275,3
18747.8001298141,783446.428930169,66276,31
342847.800129814,783446.428930169,66283,4
389147.800129814,783446.428930169,66284,25
435447.800129814,783446.428930169,66285,137
481747.800129814,783446.428930169,66286,11
528047.800129814,783446.428930169,66287,2
574347.800129814,783446.428930169,66288,2
620647.800129814,783446.428930169,66289,15
666947.800129814,783446.428930169,66290,26
713247.800129814,783446.428930169,66291,19
759547.800129814,783446.428930169,66292,64
805847.800129814,783446.428930169,66293,30
852147.800129814,783446.428930169,66294,39
898447.800129814,783446.428930169,66295,19
944747.800129814,783446.428930169,66296,6
991047.800129814,783446.428930169,66297,5
1037347.80012981,783446.428930169,66298,6
1083647.80012981,783446.428930169,66299,1
1129947.80012981,783446.428930169,66300,2
3722747.80012981,783446.428930169,66356,3
3769047.80012981,783446.428930169,66357,49
3907947.80012981,783446.428930169,66360,27
435447.800129814,680446.428930169,66835,12
481747.800129814,680446.428930169,66836,1
528047.800129814,680446.428930169,66837,27
574347.800129814,680446.428930169,66838,22
620647.800129814,680446.428930169,66839,71
666947.800129814,680446.428930169,66840,11
713247.800129814,680446.428930169,66841,8
759547.800129814,680446.428930169,66842,33
805847.800129814,680446.428930169,66843,1
852147.800129814,680446.428930169,66844,1
898447.800129814,680446.428930169,66845,14
944747.800129814,680446.428930169,66846,4
991047.800129814,680446.428930169,66847,42
1037347.80012981,680446.428930169,66848,16
1083647.80012981,680446.428930169,66849,5
1129947.80012981,680446.428930169,66850,1
666947.800129814,577446.428930169,67390,5
713247.800129814,577446.428930169,67391,9
759547.800129814,577446.428930169,67392,13
898447.800129814,577446.428930169,67395,2
944747.800129814,577446.428930169,67396,1
991047.800129814,577446.428930169,67397,8
1037347.80012981,577446.428930169,67398,19
1083647.80012981,577446.428930169,67399,6
1129947.80012981,577446.428930169,67400,260
1315147.80012981,577446.428930169,67404,1
2843047.80012981,577446.428930169,67437,12
2935647.80012981,577446.428930169,67439,1
3722747.80012981,577446.428930169,67456,1
3815347.80012981,577446.428930169,67458,17
3861647.80012981,577446.428930169,67459,9
991047.800129814,474446.428930169,67947,4
1037347.80012981,474446.428930169,67948,2
1083647.80012981,474446.428930169,67949,6
1129947.80012981,474446.428930169,67950,15
1176247.80012981,474446.428930169,67951,5
1222547.80012981,474446.428930169,67952,5
2889347.80012981,474446.428930169,67988,1
3583847.80012981,474446.428930169,68003,1
3722747.80012981,474446.428930169,68006,3
3769047.80012981,474446.428930169,68007,390
3815347.80012981,474446.428930169,68008,6
1129947.80012981,371446.428930169,68500,139
1176247.80012981,371446.428930169,68501,6
1222547.80012981,371446.428930169,68502,4
1315147.80012981,371446.428930169,68504,65
2287447.80012981,371446.428930169,68525,1
2333747.80012981,371446.428930169,68526,20
2380047.80012981,371446.428930169,68527,25
2426347.80012981,371446.428930169,68528,62
2472647.80012981,371446.428930169,68529,2
2518947.80012981,371446.428930169,68530,6
2657847.80012981,371446.428930169,68533,1
2935647.80012981,371446.428930169,68539,3
2981947.80012981,371446.428930169,68540,9
3028247.80012981,371446.428930169,68541,14
3074547.80012981,371446.428930169,68542,16
3120847.80012981,371446.428930169,68543,33
3167147.80012981,371446.428930169,68544,17
3213447.80012981,371446.428930169,68545,21
3259747.80012981,371446.428930169,68546,1
3444947.80012981,371446.428930169,68550,2
3491247.80012981,371446.428930169,68551,8
3583847.80012981,371446.428930169,68553,6
3722747.80012981,371446.428930169,68556,11
3769047.80012981,371446.428930169,68557,36
3907947.80012981,371446.428930169,68560,1
1129947.80012981,268446.428930169,69050,1
1176247.80012981,268446.428930169,69051,89
1222547.80012981,268446.428930169,69052,66
1268847.80012981,268446.428930169,69053,167
1315147.80012981,268446.428930169,69054,60
1361447.80012981,268446.428930169,69055,150
1407747.80012981,268446.428930169,69056,23
2241147.80012981,268446.428930169,69074,463
2287447.80012981,268446.428930169,69075,15
2333747.80012981,268446.428930169,69076,1
2380047.80012981,268446.428930169,69077,1
2518947.80012981,268446.428930169,69080,1
2565247.80012981,268446.428930169,69081,2
2935647.80012981,268446.428930169,69089,3
2981947.80012981,268446.428930169,69090,1
3028247.80012981,268446.428930169,69091,4
3120847.80012981,268446.428930169,69093,6
3167147.80012981,268446.428930169,69094,2
3306047.80012981,268446.428930169,69097,1
1129947.80012981,165446.428930169,69600,2
1176247.80012981,165446.428930169,69601,9
1268847.80012981,165446.428930169,69603,111
1315147.80012981,165446.428930169,69604,136
1361447.80012981,165446.428930169,69605,126
1407747.80012981,165446.428930169,69606,47
1454047.80012981,165446.428930169,69607,20
1500347.80012981,165446.428930169,69608,15
1546647.80012981,165446.428930169,69609,7
1778147.80012981,165446.428930169,69614,6
1824447.80012981,165446.428930169,69615,201
1870747.80012981,165446.428930169,69616,24
1917047.80012981,165446.428930169,69617,22
1963347.80012981,165446.428930169,69618,2
2009647.80012981,165446.428930169,69619,5
2241147.80012981,165446.428930169,69624,1
2380047.80012981,165446.428930169,69627,2
2426347.80012981,165446.428930169,69628,4
2472647.80012981,165446.428930169,69629,3
2611547.80012981,165446.428930169,69632,4
2750447.80012981,165446.428930169,69635,2
2796747.80012981,165446.428930169,69636,2
2843047.80012981,165446.428930169,69637,5
2889347.80012981,165446.428930169,69638,2
3120847.80012981,165446.428930169,69643,4
3306047.80012981,165446.428930169,69647,3
3630147.80012981,165446.428930169,69654,5
3676447.80012981,165446.428930169,69655,5
3722747.80012981,165446.428930169,69656,2
1361447.80012981,62446.428930169,70155,25
1407747.80012981,62446.428930169,70156,130
1454047.80012981,62446.428930169,70157,356
1500347.80012981,62446.428930169,70158,39
1546647.80012981,62446.428930169,70159,38
1592947.80012981,62446.428930169,70160,1
1639247.80012981,62446.428930169,70161,13
1685547.80012981,62446.428930169,70162,13
1731847.80012981,62446.428930169,70163,2
1778147.80012981,62446.428930169,70164,49
1824447.80012981,62446.428930169,70165,24
1963347.80012981,62446.428930169,70168,3
2009647.80012981,62446.428930169,70169,15
2055947.80012981,62446.428930169,70170,29
2102247.80012981,62446.428930169,70171,4
2148547.80012981,62446.428930169,70172,4
2241147.80012981,62446.428930169,70174,1
2333747.80012981,62446.428930169,70176,113
2472647.80012981,62446.428930169,70179,1
2611547.80012981,62446.428930169,70182,13
2657847.80012981,62446.428930169,70183,8
2704147.80012981,62446.428930169,70184,2
2796747.80012981,62446.428930169,70186,4
2843047.80012981,62446.428930169,70187,1
3491247.80012981,62446.428930169,70201,1
4139447.80012981,62446.428930169,70215,5
1361447.80012981,-40553.571069831,70705,3
1407747.80012981,-40553.571069831,70706,9
1454047.80012981,-40553.571069831,70707,6
1639247.80012981,-40553.571069831,70711,1
1685547.80012981,-40553.571069831,70712,4
2009647.80012981,-40553.571069831,70719,1
2148547.80012981,-40553.571069831,70722,57
2194847.80012981,-40553.571069831,70723,10
2287447.80012981,-40553.571069831,70725,7
2333747.80012981,-40553.571069831,70726,10
2380047.80012981,-40553.571069831,70727,19
2426347.80012981,-40553.571069831,70728,1
2472647.80012981,-40553.571069831,70729,6
2518947.80012981,-40553.571069831,70730,19
2565247.80012981,-40553.571069831,70731,1
2657847.80012981,-40553.571069831,70733,3
3213447.80012981,-40553.571069831,70745,4
3444947.80012981,-40553.571069831,70750,2
3491247.80012981,-40553.571069831,70751,2
3630147.80012981,-40553.571069831,70754,10
3815347.80012981,-40553.571069831,70758,6
3954247.80012981,-40553.571069831,70761,1
4046847.80012981,-40553.571069831,70763,4
4093147.80012981,-40553.571069831,70764,19
4139447.80012981,-40553.571069831,70765,18
4232047.80012981,-40553.571069831,70767,1
4463547.80012981,-40553.571069831,70772,11
4556147.80012981,-40553.571069831,70774,1
4602447.80012981,-40553.571069831,70775,10
4648747.80012981,-40553.571069831,70776,1
4695047.80012981,-40553.571069831,70777,1
1361447.80012981,-143553.571069831,71255,11
1454047.80012981,-143553.571069831,71257,15
1500347.80012981,-143553.571069831,71258,11
2241147.80012981,-143553.571069831,71274,22
2287447.80012981,-143553.571069831,71275,106
2333747.80012981,-143553.571069831,71276,36
2380047.80012981,-143553.571069831,71277,78
2426347.80012981,-143553.571069831,71278,12
2565247.80012981,-143553.571069831,71281,1
3167147.80012981,-143553.571069831,71294,2
3583847.80012981,-143553.571069831,71303,2
3676447.80012981,-143553.571069831,71305,8
3722747.80012981,-143553.571069831,71306,2
3769047.80012981,-143553.571069831,71307,1
4000547.80012981,-143553.571069831,71312,28
4046847.80012981,-143553.571069831,71313,43
4093147.80012981,-143553.571069831,71314,2
4139447.80012981,-143553.571069831,71315,2
4185747.80012981,-143553.571069831,71316,12
4463547.80012981,-143553.571069831,71322,1
4648747.80012981,-143553.571069831,71326,3
4695047.80012981,-143553.571069831,71327,4
4741347.80012981,-143553.571069831,71328,37
4787647.80012981,-143553.571069831,71329,57
2102247.80012981,-246553.571069831,71821,8
2148547.80012981,-246553.571069831,71822,2
2194847.80012981,-246553.571069831,71823,21
2241147.80012981,-246553.571069831,71824,187
2287447.80012981,-246553.571069831,71825,24
2333747.80012981,-246553.571069831,71826,7
2380047.80012981,-246553.571069831,71827,20
2426347.80012981,-246553.571069831,71828,14
2472647.80012981,-246553.571069831,71829,2
2518947.80012981,-246553.571069831,71830,1
2611547.80012981,-246553.571069831,71832,1
3306047.80012981,-246553.571069831,71847,2
3815347.80012981,-246553.571069831,71858,10
3861647.80012981,-246553.571069831,71859,4
4000547.80012981,-246553.571069831,71862,6
4093147.80012981,-246553.571069831,71864,5
4139447.80012981,-246553.571069831,71865,17
4185747.80012981,-246553.571069831,71866,24
4278347.80012981,-246553.571069831,71868,3
4370947.80012981,-246553.571069831,71870,1
4602447.80012981,-246553.571069831,71875,1
4648747.80012981,-246553.571069831,71876,5
4695047.80012981,-246553.571069831,71877,11
4741347.80012981,-246553.571069831,71878,26
4787647.80012981,-246553.571069831,71879,4
4833947.80012981,-246553.571069831,71880,2
1454047.80012981,-349553.571069831,72357,3
2241147.80012981,-349553.571069831,72374,7
2287447.80012981,-349553.571069831,72375,6
2333747.80012981,-349553.571069831,72376,1
2380047.80012981,-349553.571069831,72377,10
2426347.80012981,-349553.571069831,72378,1
2472647.80012981,-349553.571069831,72379,8
2518947.80012981,-349553.571069831,72380,17
2565247.80012981,-349553.571069831,72381,2
2889347.80012981,-349553.571069831,72388,1
3815347.80012981,-349553.571069831,72408,2
3861647.80012981,-349553.571069831,72409,1
4000547.80012981,-349553.571069831,72412,3
4046847.80012981,-349553.571069831,72413,4
4370947.80012981,-349553.571069831,72420,1
4695047.80012981,-349553.571069831,72427,2
2102247.80012981,-452553.571069831,72921,1
2148547.80012981,-452553.571069831,72922,17
2194847.80012981,-452553.571069831,72923,16
2241147.80012981,-452553.571069831,72924,1
2333747.80012981,-452553.571069831,72926,2
2380047.80012981,-452553.571069831,72927,1
2472647.80012981,-452553.571069831,72929,4
2518947.80012981,-452553.571069831,72930,5
2843047.80012981,-452553.571069831,72937,1
3398647.80012981,-452553.571069831,72949,2
4000547.80012981,-452553.571069831,72962,1
4324647.80012981,-452553.571069831,72969,65
1870747.80012981,-555553.571069831,73466,1
2194847.80012981,-555553.571069831,73473,5
2287447.80012981,-555553.571069831,73475,3
2333747.80012981,-555553.571069831,73476,80
3213447.80012981,-555553.571069831,73495,1
3444947.80012981,-555553.571069831,73500,3
1963347.80012981,-658553.571069831,74018,6
2241147.80012981,-658553.571069831,74024,8
2287447.80012981,-658553.571069831,74025,8
2472647.80012981,-658553.571069831,74029,1
3352347.80012981,-658553.571069831,74048,2
3630147.80012981,-658553.571069831,74054,4
4000547.80012981,-658553.571069831,74062,1
4880247.80012981,-658553.571069831,74081,2
4926547.80012981,-658553.571069831,74082,7
1963347.80012981,-761553.571069831,74568,31
2009647.80012981,-761553.571069831,74569,7
2148547.80012981,-761553.571069831,74572,6
2194847.80012981,-761553.571069831,74573,8
3306047.80012981,-761553.571069831,74597,7
3352347.80012981,-761553.571069831,74598,4
4787647.80012981,-761553.571069831,74629,1
4880247.80012981,-761553.571069831,74631,1
5065447.80012981,-761553.571069831,74635,1
5435847.80012981,-761553.571069831,74643,1
1824447.80012981,-864553.571069831,75115,5
1870747.80012981,-864553.571069831,75116,4
1917047.80012981,-864553.571069831,75117,31
1963347.80012981,-864553.571069831,75118,11
2009647.80012981,-864553.571069831,75119,1
2102247.80012981,-864553.571069831,75121,4
2148547.80012981,-864553.571069831,75122,10
2380047.80012981,-864553.571069831,75127,5
2657847.80012981,-864553.571069831,75133,1
4972847.80012981,-864553.571069831,75183,1
5204347.80012981,-864553.571069831,75188,12
528047.800129814,-967553.571069831,75637,1
574347.800129814,-967553.571069831,75638,4
620647.800129814,-967553.571069831,75639,1
666947.800129814,-967553.571069831,75640,2
759547.800129814,-967553.571069831,75642,3
805847.800129814,-967553.571069831,75643,1
1731847.80012981,-967553.571069831,75663,3
1778147.80012981,-967553.571069831,75664,2
1870747.80012981,-967553.571069831,75666,69
1917047.80012981,-967553.571069831,75667,46
1963347.80012981,-967553.571069831,75668,2
2009647.80012981,-967553.571069831,75669,18
2055947.80012981,-967553.571069831,75670,113
2102247.80012981,-967553.571069831,75671,33
2148547.80012981,-967553.571069831,75672,24
2194847.80012981,-967553.571069831,75673,152
