"binomial","LL","rangeSize","Fst","minLat","maxLat","latDif"
"Macromia_margarita","Lotic",6308,"Non Forest",33.429166666634,38.1374999998942,4.7083333332602
"Macromia_pacifica","Lotic",39215,"Non Forest",27.3458333333951,44.5958333331272,17.2499999997321
"Macromia_taeniolata","Lotic",58714,"Non Forest",25.3875000000922,44.3874999997971,18.9999999997049
"Macrothemis_imitans","Lotic",261651,"Non Forest",-33.3208333323291,30.8458333333408,64.1666666656699
"Macrothemis_inacuta","Lotic",87851,"Non Forest",-26.7374999990981,34.7624999999466,61.4999999990447
"Macrothemis_inequiunguis","Lotic",52101,"Non Forest",-1.07083333283011,31.8874999999913,32.9583333328214
"Macrothemis_pseudimitans","Lotic",508403,"Non Forest",-29.4874999990553,33.9708333332922,63.4583333323475
"Macrothemis_ultima","Lotic",4540,"Forest",18.5958333335311,28.4708333333777,9.8749999998466
"Mecistogaster_ornata","Lentic",368295,"Forest",-25.1958333324553,24.1791666667777,49.374999999233
"Miathyria_marcella","Lentic",414938,"Non Forest",-35.7374999989583,44.0124999998029,79.7499999987612
"Micrathyria_aequalis","Lentic",123161,"Non Forest",-4.40416666611165,32.6791666666456,37.0833333327572
"Micrathyria_debilis","Lentic",18706,"Non Forest",9.92916666699902,23.2208333334592,13.2916666664602
"Micrathyria_didyma","Lentic",139879,"Non Forest",-3.02916666613301,33.8041666666282,36.8333333327612
"Micrathyria_dissocians","Lentic",14940,"Non Forest",17.8875000002087,27.2208333333971,9.3333333331884
"Micrathyria_hagenii","Lentic",128701,"Non Forest",9.47083333367281,36.9291666665796,27.4583333329068
"Nannothemis_bella","Lentic",84269,"Non Forest",29.6375000000262,50.0958333330417,20.4583333330155
"Nasiaeschna_pentacantha","Lentic",211909,"Forest",24.5958333334379,49.4291666663854,24.8333333329475
"Nehalennia_gracilis","Lentic",163820,"Forest",28.8041666667058,49.2624999997214,20.4583333330156
"Nehalennia_integricollis","Lentic",55654,"Forest",25.2625000000942,44.3458333331311,19.0833333330369
"Nehalennia_irene","Lentic",378589,"Forest",36.0124999999272,60.1374999995524,24.1249999996252
"Nehalennia_minuta","Lentic",158614,"Forest",-24.529166665799,26.1375000000806,50.6666666658796
"Nehalennia_pallidula","Lentic",2629,"Forest",24.5125000001058,29.7625000000243,5.2499999999185
"Neoerythromma_cultellatum","Lentic",47099,"Non Forest",-6.07083333275243,27.7625000000553,33.8333333328077
"Neoerythromma_gladiolatum","Lentic",2653,"Non Forest",18.1791666668709,27.9708333333854,9.7916666665145
"Neoneura_aaroni","Lotic",8921,"Forest",15.7208333335757,31.9291666666573,16.2083333330816
"Neoneura_amelia","Lotic",40593,"Forest",8.01250000036214,31.5541666666631,23.541666666301
"Neurocordulia_alabamensis","Lotic",39571,"Forest",26.5125000000748,36.4291666665874,9.9166666665126
"Neurocordulia_michaeli","Lotic",23089,"Non Forest",40.7624999998534,50.8458333330301,10.0833333331767
"Neurocordulia_molesta","Lotic",143707,"Forest",28.6375000000417,46.5124999997641,17.8749999997224
"Neurocordulia_obsoleta","Lotic",90349,"Forest",28.8041666667058,47.6791666664126,18.8749999997068
"Neurocordulia_virginiensis","Lotic",23267,"Forest",28.3458333333796,37.5958333332359,9.2499999998563
"Neurocordulia_xanthosoma","Lotic",38962,"Non Forest",27.9708333333854,40.1791666665291,12.2083333331437
"Neurocordulia_yamaskanensis","Lotic",117928,"Non Forest",33.8041666666282,51.1374999996922,17.333333333064
"Octogomphus_specularis","Lotic",22758,"Forest",31.9291666666573,49.7624999997136,17.8333333330563
"Ophiogomphus_acuminatus","Lotic",2351,"Non Forest",33.7624999999621,37.804166666566,4.04166666660389
"Ophiogomphus_anomalus","Lotic",42155,"Non Forest",40.1374999998631,49.8874999997117,9.7499999998486
"Ophiogomphus_arizonicus","Lotic",7661,"Non Forest",31.0125000000048,36.6374999999175,5.6249999999127
"Ophiogomphus_aspersus","Lotic",40138,"Forest",34.7208333332806,50.3458333330379,15.6249999997573
"Ophiogomphus_australis","Lotic",4993,"Forest",29.7625000000243,32.0958333333214,2.3333333332971
"Ophiogomphus_bison","Lotic",12451,"Non Forest",33.3458333333019,44.262499999799,10.9166666664971
"Ophiogomphus_carolus","Lotic",64275,"Non Forest",37.0124999999116,48.6791666663971,11.6666666664855
"Ophiogomphus_colubrinus","Lotic",314699,"Non Forest",42.6374999998243,61.1791666662029,18.5416666663786
"Ophiogomphus_edmundo","Lotic",503,"Non Forest",34.4708333332845,36.6374999999175,2.166666666633
"Ophiogomphus_howei","Lotic",56445,"Non Forest",33.8874999999602,48.554166666399,14.6666666664388
"Ophiogomphus_incurvatus","Lotic",23635,"Non Forest",32.3874999999835,40.2624999998612,7.8749999998777
"Ophiogomphus_mainensis","Lotic",33459,"Non Forest",34.4291666666184,48.2208333330709,13.7916666664525
"Ophiogomphus_morrisoni","Lotic",28663,"Non Forest",35.3458333332709,44.9708333331214,9.62499999985049
"Ophiogomphus_occidentis","Lotic",47689,"Non Forest",37.5124999999039,51.8874999996806,14.3749999997767
"Ophiogomphus_rupinsulensis","Lotic",180921,"Non Forest",34.5541666666165,56.3874999996107,21.8333333329942
"Ophiogomphus_severus","Lotic",284923,"Non Forest",32.4708333333155,60.4708333328806,27.9999999995651
"Ophiogomphus_smithi","Lotic",6005,"Forest",41.0541666665155,46.6791666664282,5.6249999999127
"Ophiogomphus_susbehcha","Lotic",12166,"Non Forest",36.7208333332495,47.1791666664204,10.4583333331709
"Ophiogomphus_westfalli","Lotic",5272,"Non Forest",33.7208333332961,39.4708333332068,5.7499999999107
"Oplonaeschna_armata","Lentic",78627,"Non Forest",14.4291666669291,38.7208333332184,24.2916666662893
"Oplonaeschna_magna","Lentic",238,"Non Forest",17.5125000002146,19.6791666668476,2.166666666633
"Orthemis_discolor","Lentic",846187,"Non Forest",-35.3208333322981,37.8874999998981,73.2083333321962
"Orthemis_ferruginea","Lentic",159027,"Non Forest",8.01250000036214,40.4291666665252,32.4166666661631
"Pachydiplax_longipennis","Lentic",480099,"Non Forest",16.7208333335602,50.8874999996961,34.1666666661359
"Palaemnema_domina","Lotic",9928,"Forest",17.5541666668806,33.8874999999602,16.3333333330796
"Palaemnema_paulicoba","Lotic",7066,"Forest",17.6375000002126,26.1791666667466,8.541666666534
"Paltothemis_cyanosoma","Lotic",160,"Forest",19.0541666668573,21.5541666668184,2.4999999999611
"Paltothemis_lineatipes","Lotic",200222,"Non Forest",7.97083333369612,44.0541666664689,36.0833333327728
"Pantala_flavescens","Lentic",4226598,"Non Forest",-35.9458333322884,56.9708333329349,92.9166666652233
"Pantala_hymenaea","Lentic",554023,"Non Forest",-33.8208333323214,59.7208333328922,93.5416666652136
"Perithemis_domitia","Lotic",80862,"Forest",-1.57083333282233,34.1791666666223,35.7499999994446
"Perithemis_intensa","Lentic",40320,"Non Forest",17.2208333335524,38.3874999998903,21.1666666663379
"Perithemis_tenera","Lentic",827208,"Non Forest",-35.0291666656359,49.8041666663796,84.8333333320155
"Phanogomphus_australis","Lentic",22945,"Non Forest",26.6375000000728,36.1374999999252,9.4999999998524
"Phanogomphus_borealis","Lentic",18694,"Non Forest",36.5958333332515,47.8458333330767,11.2499999998252
"Phanogomphus_cavillaris","Lentic",11239,"Non Forest",25.8458333334184,35.1374999999408,9.2916666665224
"Phanogomphus_descriptus","Lotic",36592,"Non Forest",36.8874999999136,47.7624999997447,10.8749999998311
"Phanogomphus_diminutus","Lentic",1468,"Non Forest",32.8874999999757,35.637499999933,2.7499999999573
"Phanogomphus_exilis","Lentic",234604,"Non Forest",29.3041666666981,53.5541666663214,24.2499999996233
"Phanogomphus_graslinellus","Lotic",111199,"Non Forest",28.9291666667039,53.1791666663272,24.2499999996233
"Phanogomphus_hodgesi","Lotic",3556,"Forest",29.5541666666942,31.6791666666612,2.124999999967
"Phanogomphus_kurilis","Lentic",24732,"Non Forest",35.4291666666029,48.512499999733,13.0833333331301
"Phanogomphus_lividus","Lotic",187594,"Forest",29.262500000032,51.3874999996883,22.1249999996563
"Phanogomphus_militaris","Lentic",101045,"Non Forest",25.1375000000961,42.8041666664883,17.6666666663922
"Phanogomphus_minutus","Lotic",18550,"Non Forest",25.6791666667544,35.720833333265,10.0416666665106
"Phanogomphus_oklahomensis","Lentic",23465,"Non Forest",28.7208333333738,37.0124999999116,8.2916666665378
"Phanogomphus_quadricolor","Lotic",130377,"Non Forest",32.3874999999835,49.1374999997233,16.7499999997398
"Phanogomphus_sandrius","Lotic",353,"Non Forest",35.4708333332689,36.3458333332553,0.8749999999864
"Phanogomphus_spicatus","Lentic",131167,"Non Forest",38.7624999998845,52.3041666663408,13.5416666664563
"Phanogomphus_westfalli","Lentic",340,"Forest",30.3041666666825,31.0125000000048,0.708333333322297
"Phyllocycla_breviphylla","Lotic",6762,"Non Forest",10.8041666669854,27.5125000000592,16.7083333330738
"Phyllocycla_elongata","Lotic",10467,"Non Forest",17.0125000002223,25.6375000000883,8.624999999866
"Phyllogomphoides_albrighti","Lotic",27938,"Non Forest",16.6375000002282,34.0958333332903,17.4583333330621
"Phyllogomphoides_apiculatus","Lotic",9242,"Forest",15.6375000002437,24.0958333334456,8.4583333332019
"Phyllogomphoides_luisi","Lotic",3477,"Forest",17.2208333335524,22.3875000001388,5.1666666665864
"Phyllogomphoides_nayaritensis","Lotic",10017,"Forest",20.637500000166,33.9708333332922,13.3333333331262
"Phyllogomphoides_stigmatus","Lotic",50746,"Non Forest",25.3458333334262,37.7624999999,12.4166666664738
"Phyllogomphoides_suasus","Lotic",21819,"Forest",9.22083333367669,26.4708333334087,17.249999999732
"Planiplax_sanguiniventris","Lentic",16317,"Non Forest",14.9708333335874,26.4708333334087,11.4999999998213
"Plathemis_lydia","Lentic",278384,"Non Forest",25.2208333334282,52.0958333330107,26.8749999995825
"Plathemis_subornata","Lentic",99822,"Non Forest",29.0125000000359,44.220833333133,15.2083333330971
"Progomphus_bellei","Lotic",2344,"Forest",29.5958333333602,35.1374999999408,5.5416666665806
"Progomphus_belyshevi","Lotic",2245,"Forest",17.3875000002165,20.679166666832,3.2916666666155
"Progomphus_borealis","Lotic",132923,"Non Forest",18.1791666668709,43.8874999998049,25.708333332934
"Progomphus_clendoni","Lotic",25219,"Forest",9.63750000033689,29.3875000000301,19.7499999996932
"Progomphus_lambertoi","Lotic",3553,"Forest",18.0125000002068,29.262500000032,11.2499999998252
"Progomphus_obscurus","Lotic",263749,"Non Forest",26.8458333334029,47.3458333330845,20.4999999996816
"Protoneura_cara","Lotic",101852,"Forest",3.09583333377184,32.2624999999854,29.1666666662136
"Protoneura_corculum","Lotic",18463,"Forest",14.6791666669252,22.762500000133,8.0833333332078
"Protoneura_rojiza","Lotic",10542,"Forest",16.220833333568,22.6375000001349,6.4166666665669
"Pseudoleon_superbus","Lotic",116678,"Non Forest",9.30416666700873,39.7624999998689,30.4583333328602
"Remartinia_luteipennis","Lentic",234049,"Non Forest",-30.820833332368,33.429166666634,64.249999999002
"Remartinia_secreta","Lentic",25544,"Non Forest",17.5958333335466,27.012500000067,9.4166666665204
"Rhionaeschna_californica","Lentic",202827,"Non Forest",31.0125000000048,55.9708333329505,24.9583333329457
"Rhionaeschna_dugesi","Lentic",38198,"Non Forest",16.0958333335699,35.512499999935,19.4166666663651
"Rhionaeschna_jalapensis","Lentic",19798,"Non Forest",8.05416666702816,24.5958333334379,16.5416666664097
"Rhionaeschna_manni","Lentic",928,"Non Forest",23.0541666667951,29.4291666666961,6.374999999901
"Rhionaeschna_multicolor","Lentic",414702,"Non Forest",16.262500000234,52.3874999996728,36.1249999994388
"Rhionaeschna_mutata","Lentic",52602,"Non Forest",35.9291666665951,45.5124999997796,9.5833333331845
"Rhionaeschna_psilus","Lentic",179079,"Forest",-23.0291666658223,34.8458333332786,57.8749999991009
"Somatochlora_albicincta","Lentic",537158,"Non Forest",38.1374999998942,69.6374999994049,31.4999999995107
"Somatochlora_brevicincta","Lentic",112102,"Non Forest",44.3874999997971,58.0541666662515,13.6666666664544
"Somatochlora_calverti","Lotic",4664,"Forest",29.5958333333602,33.8874999999602,4.2916666666
"Somatochlora_cingulata","Lentic",354261,"Non Forest",40.6791666665214,59.5958333328942,18.9166666663728
"Somatochlora_elongata","Lentic",89118,"Non Forest",34.5541666666165,49.9708333330437,15.4166666664272
"Somatochlora_ensigera","Lotic",138060,"Non Forest",37.4291666665718,53.5958333329874,16.1666666664156
"Somatochlora_filosa","Lotic",32711,"Forest",26.0958333334146,41.2624999998456,15.166666666431
"Somatochlora_forcipata","Lotic",342585,"Non Forest",38.1374999998942,62.3874999995175,24.2499999996233
"Somatochlora_franklini","Lentic",269319,"Non Forest",43.2208333331485,69.6374999994049,26.4166666662564
"Somatochlora_georgiana","Lotic",46863,"Forest",29.5541666666942,43.8874999998049,14.3333333331107
"Somatochlora_hineana","Lentic",6870,"Non Forest",33.8874999999602,47.0541666664223,13.1666666664621
"Somatochlora_incurvata","Lentic",80094,"Non Forest",38.8041666665505,48.8458333330612,10.0416666665107
"Somatochlora_kennedyi","Lentic",244768,"Non Forest",40.0958333331971,67.9291666660981,27.833333332901
"Somatochlora_linearis","Lotic",132169,"Forest",27.6375000000573,45.3874999997816,17.7499999997243
"Somatochlora_margarita","Lotic",3007,"Forest",29.5958333333602,33.9291666666262,4.333333333266
"Somatochlora_minor","Lotic",411222,"Non Forest",39.3874999998748,66.8874999994476,27.4999999995728
"Somatochlora_ozarkensis","Lotic",13132,"Forest",32.4291666666495,39.5958333332049,7.1666666665554
"Somatochlora_provocans","Lotic",24726,"Forest",29.8041666666903,39.970833333199,10.1666666665087
"Somatochlora_sahlbergi","Lentic",785702,"Non Forest",42.7624999998223,73.8041666660068,31.0416666661845
"Somatochlora_semicircularis","Lentic",266750,"Non Forest",34.3458333332864,65.8458333327971,31.4999999995107
"Somatochlora_septentrionalis","Lentic",252422,"Non Forest",45.22083,63.2624999995039,18.0416699995039
"Somatochlora_tenebrosa","Lotic",112997,"Forest",30.2208333333505,48.1374999997388,17.9166666663883
"Somatochlora_walshii","Lotic",251900,"Non Forest",39.4708333332068,56.9708333329349,17.4999999997281
"Somatochlora_whitehousei","Lentic",246785,"Non Forest",44.5541666664612,69.0958333327466,24.5416666662854
"Somatochlora_williamsoni","Lotic",185085,"Forest",37.4291666665718,55.8874999996184,18.4583333330466
"Stenogomphurus_consanguis","Lotic",2533,"Forest",33.3041666666359,37.7624999999,4.4583333332641
"Stenogomphurus_rogersi","Lotic",19800,"Forest",32.2208333333194,41.970833333168,9.7499999998486
"Stylogomphus_albistylus","Lotic",166114,"Non Forest",30.8041666666748,49.8458333330456,19.0416666663708
"Stylogomphus_sigmastylus","Lotic",22682,"Forest",33.7208333332961,39.4708333332068,5.7499999999107
"Stylurus_amnicola","Lotic",161018,"Non Forest",29.5541666666942,51.0541666663602,21.499999999666
"Stylurus_intricatus","Lotic",201787,"Non Forest",29.095833333368,54.4291666663078,25.3333333329398
"Stylurus_ivae","Lotic",15946,"Forest",28.6791666667078,36.2208333332573,7.5416666665495
"Stylurus_laurae","Lotic",74644,"Forest",29.5958333333602,44.9708333331214,15.3749999997612
"Stylurus_notatus","Lotic",196007,"Non Forest",33.387499999968,54.970833332966,21.583333332998
"Stylurus_olivaceus","Lotic",27972,"Non Forest",35.3041666666048,49.9708333330437,14.6666666664389
"Stylurus_plagiatus","Lotic",211854,"Non Forest",25.2208333334282,46.3458333331,21.1249999996718
"Stylurus_potulentus","Lotic",2329,"Forest",29.9708333333544,31.4708333333311,1.4999999999767
"Stylurus_scudderi","Lotic",151032,"Non Forest",33.7208333332961,50.8458333330301,17.124999999734
"Stylurus_spiniceps","Lotic",118405,"Forest",33.1791666666379,49.0958333330573,15.9166666664194
"Stylurus_townesi","Lotic",9768,"Non Forest",29.7208333333583,35.7624999999311,6.0416666665728
"Sympetrum_ambiguum","Lentic",142246,"Non Forest",28.4291666667117,45.5124999997796,17.0833333330679
"Sympetrum_corruptum","Lentic",591069,"Non Forest",18.0541666668728,55.6374999996223,37.5833333327495
"Sympetrum_costiferum","Lentic",635487,"Non Forest",33.7624999999621,63.2624999995039,29.4999999995418
"Sympetrum_danae","Lentic",1467175,"Non Forest",32.1374999999874,71.1791666660476,39.0416666660602
"Sympetrum_illotum","Lentic",210521,"Non Forest",8.01250000036214,51.3874999996883,43.3749999993262
"Sympetrum_internum","Lentic",406274,"Non Forest",33.9708333332922,66.5958333327854,32.6249999994932
"Sympetrum_madidum","Lentic",131051,"Non Forest",31.9708333333233,66.9291666661136,34.9583333327903
"Sympetrum_obtrusum","Lentic",600785,"Non Forest",35.1791666666068,64.3041666661544,29.1249999995476
"Sympetrum_pallipes","Lentic",257791,"Non Forest",30.6375000000107,55.4708333329583,24.8333333329476
"Sympetrum_rubicundulum","Lentic",274117,"Non Forest",33.6374999999641,53.0124999996631,19.374999999699
"Sympetrum_semicinctum","Lentic",374866,"Non Forest",30.4708333333466,53.0541666663291,22.5833333329825
"Sympetrum_signiferum","Lentic",9027,"Non Forest",21.0958333334922,33.2208333333039,12.1249999998117
"Sympetrum_vicinum","Lentic",408455,"Non Forest",28.3041666667136,52.3874999996728,24.0833333329592
"Tachopteryx_thoreyi","Lentic",78607,"Forest",28.9291666667039,44.220833333133,15.2916666664291
"Tanypteryx_hageni","Lentic",25771,"Non Forest",35.512499999935,54.4291666663078,18.9166666663728
"Tauriphila_argo","Lentic",348868,"Non Forest",-29.6124999990534,27.012500000067,56.6249999991204
"Tauriphila_australis","Lentic",198039,"Non Forest",-17.4458333325757,28.8041666667058,46.2499999992815
"Tauriphila_azteca","Lentic",21792,"Non Forest",17.1791666668864,28.8458333333718,11.6666666664854
"Telebasis_byersi","Lentic",66220,"Non Forest",25.2625000000942,40.0541666665311,14.7916666664369
"Telebasis_digiticollis","Lentic",30693,"Non Forest",8.01250000036214,27.012500000067,18.9999999997049
"Telebasis_incolumis","Lentic",952,"Non Forest",25.1375000000961,32.4291666666495,7.2916666665534
"Telebasis_levis","Lentic",20086,"Non Forest",8.34583333369029,28.4291666667117,20.0833333330214
"Telebasis_salva","Lentic",277026,"Non Forest",2.76250000044368,46.4708333330981,43.7083333326544
"Tholymis_citrina","Lentic",408749,"Non Forest",-27.6541666657505,34.6374999999485,62.291666665699
"Tramea_abdominalis","Lentic",312045,"Non Forest",-25.7791666657796,32.8041666666437,58.5833333324233
"Tramea_binotata","Lentic",538826,"Non Forest",-26.695833332432,33.6374999999641,60.3333333323961
"Tramea_carolina","Lentic",232203,"Non Forest",24.5125000001058,48.512499999733,23.9999999996272
"Tramea_darwini","Lentic",842568,"Non Forest",-24.8208333324612,47.6374999997466,72.4583333322078
"Tramea_lacerata","Lentic",258283,"Non Forest",17.7625000002107,49.8458333330456,32.0833333328349
"Tramea_onusta","Lentic",484127,"Non Forest",11.8458333336359,48.0958333330728,36.2499999994369
"Triacanthagyna_caribbea","Lentic",555771,"Forest",-26.2791666657719,27.012500000067,53.2916666658389
"Triacanthagyna_septima","Lentic",570228,"Forest",-23.3624999991505,34.1374999999563,57.4999999991068
"Triacanthagyna_trifida","Lentic",23182,"Forest",17.6375000002126,35.679166666599,18.0416666663864
"Williamsonia_fletcheri","Lentic",49696,"Forest",41.1791666665136,50.3458333330379,9.1666666665243
"Williamsonia_lintneri","Lentic",7059,"Forest",39.970833333199,45.7208333331097,5.7499999999107
"Zoniagrion_exclamationis","Lotic",4042,"Non Forest",33.8874999999602,42.2624999998301,8.3749999998699
